ID,タイトル,勤務地,求人概要,必須要件,ポジション（職種）,年収帯(低),年収帯(高),企業名
0ede1dcc-7076-47f3-bf8b-d79511db4c66,人事（採用Operation）,東京都,"CADDi採用コンセプト数多の人間が挑んできた次モノづくり産業の革命を、CADDiは自らの手で、かつグローバルで起こすミッションを背負う会社である。
我々が今集うのは、革命が「いつか」ではなく、「次世代」でもなく、「今を生きる我々の目の黒いうちに」実現するため。
採用に関わる営みを、CADDiの門を叩いてくれる人たちの「ポテンシャルの解放」が始まる場所にしよう。
募集背景「モノづくり産業のポ...","・人事に関する何かしらのご経験がある方・PCを扱うことに苦手意識がなく、丁寧な作業が得意な方かつ、下記に当てはまる方
・変化を前向きに捉えることができる
・既存業務の生産性向上やゼロから業務フローを設計されたご経験がある",人事,350,550,キャディ株式会社
dc67e46c-5e76-41fb-ba30-4bcd5998027d,新規事業グロースセールス・Bizdev_CADDi Quote,東京都,"私達は製造業AIデータプラットフォームとして、AIとデータを活用を通じて製造業の経営にインパクトを創出し、モノづくり業界を変革することを目指しています。
現在、9月にリリースした新プロダクト「CADDi Quote」を起点に、複数のプロダクトの立ち上げを進めているフェーズです。
その1つ1つのプロダクトはT2D3を大きく超えるグロースのポテンシャルを秘めています。
どんなに良いプロダクトも、...","新しいチャレンジをしたい方、営業としてスキルを伸ばし、大きく挑戦・成長できる環境を求めている方。
その上で、以下いずれかのご経験に該当する方
１. 卓越した法人営業のご経験をお持ちの方
┗ただ”売る”だけではなく、グロースのための企画・開発を担いながら数字責任を担える方を募集しています。営業の経験の商材は問いません。
２. 製造業の技術営業もしくは専門商社でのご経験
┗メーカー調達との折衝や自らが商流に入りサプライチェーンを担ってきたご経験がある方を募集しています。",セールス,1000,1600,キャディ株式会社
ab3cbf12-08f0-4c7c-9e2b-f6c2d2075ebf,オープンポジション（コンサルティングファーム経験者限定）,東京都,"私たちは「モノづくり産業のポテンシャルを解放する」をミッションに掲げ、モノづくりに携わるすべての人が、本来持っている力を最大限に発揮できる社会を実現することを目指しています。
独自の画像解析アルゴリズム（特許取得済）を搭載した製造業AIデータプラットフォーム”CADDi Drawer""を提供し、高精度の類似図面検索により、設計・調達・生産部門におけるコスト削減を実現することで、製造業における...","・コンサルティングファームでの就業経験（目安3年以上）をお持ちの方
　┗在籍企業の規模、扱ってきたテーマ等は不問です。",オープンポジション,650,1000,キャディ株式会社
2bea4fda-d32b-4506-9a8a-6b867f9e04d5,BXデザイナー / コミュニケーションデザイナー,東京都,"大手外資系コンサル会社に在籍していた代表が、「モノづくり産業のポテンシャルを解放する」というミッションを掲げ、製造業界の課題を解決すべく立ち上げた当社。2017年11月の設立以来、大手メーカーなどからのお問い合わせが殺到しています。2018年に10億円、2021年8月に80億円、2023年7月には118億円の資金を調達し、製造業AIデータプラットフォーム”CADDi Drawer""のさらなる...","・グラフィックデザイン、UI/UXデザインにおける実務経験（5年以上）
・Adobe Creative Suite（Illustrator、Photoshop等）、Figmaの実務スキル
・デジタルコンテンツ制作の知識
・チーム内でのプロジェクト管理やコミュニケーション能力
※ご応募の際に、履歴書・職務経歴書のほかにポートフォリオの添付またはURLでのご提示をお願いしております。",デザイナー,600,800,キャディ株式会社
18de702d-5bcc-4999-8f18-f81ca44bfe19,オープンポジション(エージェント様専用),東京都,"オープンポジションでの募集です。
バックグラウンドやご意向に合わせて、
ご経験を活かせそうなポジションをご提案します。
選考の中で最適なポジションを一緒に探すことも可能です。
場合によっては、事業開発/経営企画/営業/オペレーションなど、
ご経験に応じて複数ご提案させていただくこともございます。
キャディでは未経験の職種にチャレンジするメンバーも多くいます。
迷った際には、お気軽にオープンポ...",,オープンポジション,350,650,キャディ株式会社
6f7c4070-d65d-4d5d-a50b-330984ca98a5,【D2C事業部】CRM（福岡）,福岡県,"・顧客分析（担当KPIとして継続率、LTVなど）
・分析結果を元にしたCRM施策の考案及び実行（メルマガ、同梱物の設計、各種キャンペーン）
商品の継続的な定期購入のための施策を幅広く担当頂きます。
・アップセル（サンクスSMSの導入、サンクスアップセル、アクティブアップセル、アップセルページ改修、同梱物制作）
・解約阻止（解約阻止スクリプト見直し、解約阻止クーポンの導入）
・休眠掘り起こし ...","■必要条件　下記いずれか：
・マーケティング施策でのデータを用いた運用・改善経験
・データ分析やメルマガの開封分析経験
・オフライン／オンライン広告もしくは自社／顧客管理データの効果分析、レポート作成経験
・化粧品、通販業界でのWebマーケティング業務経験のある方",CRM,360,800,オーガニックグループ株式会社
b53ac630-6289-47b5-8b94-9913a9e260cd,BD230_派遣元責任者_かがやきパートナーズ_安城,愛知県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...","・派遣業界での実務経験
・法人営業経験
・コミュニケーション能力
・リーダーシップスキル",その他,400,800,かがやきホールディングスグループ
a5ac525d-964b-405e-8fa0-59a3dfd26e2e,WEBコンサルタント（CS),大阪府,"来期より今まで以上に既存顧客のフォローを強化していきたく
顧客ファーストでしっかりカスタマーサクセスとしてご活躍いただける即戦力を募集したいと考えております。
▼カスタマーサクセスミッション
既存顧客のへの施策ディレクションやサービス定着支援を行い、契約継続支援と追加施策の受注をすること
カスタマーサクセスとして、お客様が弊社の提供するサービスをうまくご活用頂き、成果に結びつけるために
フォ...","下記いずれかの業務経験のある方
・法人向けWebサービス営業職の業務経験
・デジタルマーケティング領域での実務経験、知見
・Googleアナリティクス、Googleサーチコンソールの分析業務経験
・Google広告の運用実務経験",コンサルタント,400,600,株式会社グランネット
6f6f8fbd-790c-4dfb-a5a5-259a1ee55cfd,インサイドセールス（IS）,大阪府,"来期より今まで以上に自社マーケティングを強化する為、
売上計画達成に向けた即戦力を募集したいと考えております。
インサイドセールス職として、お客様との最初の接点をつくっていただきます。お客様のニーズやビジネススキームを把握し、
ベストなWebマーケティング戦略・戦術を技術部門と協力して立案をしていただきます。
今や事業にWebを活用するのは当たり前であり、集客の大きな部分をWebが担っていま...",・デジタルマーケティング業界の法人営業経験（年数不問）,インサイドセールス,350,600,株式会社グランネット
ce854982-c768-4451-95cc-9a074fee504f,CP100_財務・経理_かがやきホールディングス_新宿,東京都,"◆かがやきグループについて
・税理士法人・社会保険労務士法人・監査法人の士業法人とのネットワークを活用して、お客様のあらゆる悩みにワンストップで対応できるサービス体制を構築しております。
・社員の働きやすい環境の為にITの積極的な活用・フリーデスク・オフィスカジュアルを導入し、業務の生産性を高めています。
・未経験からでも色々な経験を積める環境があり、チャレンジしたい気持ちがあれば大きなスキ...",・請求業務、支払業務、売掛金管理のご経験,経理,362,509,かがやきホールディングスグループ
e9c9d782-815d-4754-a1a1-fada3320377c,フィールドセールス（FS）,大阪府,"来期より今まで以上に自社マーケティングを強化する為、
売上計画達成に向けた即戦力を募集したいと考えております。
セールス職として、お客様のニーズやビジネススキームを把握し、
ベストなWebマーケティング戦略・戦術を技術部門と協力して立案をしていただきます。
今や事業にWebを活用するのは当たり前であり、集客の大きな部分をWebが担っています。
この仕事の醍醐味は、お客様の事業にとって必須課題...",・デジタルマーケティング業界の法人営業経験（２年以上）,フィールドセールス,450,600,株式会社グランネット
90c1bc2c-8c96-4673-9e03-5a21f86f53d6,CP101_財務・経理アシスタント_かがやきホールディングス_新宿,東京都,"◆かがやきグループについて
・税理士法人・社会保険労務士法人・監査法人の士業法人とのネットワークを活用して、お客様のあらゆる悩みにワンストップで対応できるサービス体制を構築しております。
・社員の働きやすい環境の為にITの積極的な活用・フリーデスク・オフィスカジュアルを導入し、業務の生産性を高めています。
・未経験からでも色々な経験を積める環境があり、チャレンジしたい気持ちがあれば大きなスキ...",請求業務、支払業務、売掛金管理のご経験　いずれか必須,経理,240,307,かがやきホールディングスグループ
acfb185c-104a-4467-8676-f2df00cc7098,CT410_公会計コンサルタント_エスティコンサルティング_水戸,茨城県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...","・日商簿記3級又は同程度以上の知識
・エクセル、ワード、パワーポイント等での資料作成能力",コンサルティング,340,600,かがやきホールディングスグループ
5fd1add7-d24f-4c1a-9507-48380dd91bc3,CT420_財産コンサルタント_財産ネットワークス_川崎,神奈川県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人等のネットワークを活用し、お客様のあらゆる悩みにワンストップで対応するサービス体制を構築しております。
社員が働きやすい環境の為にI...","いずれかの経験が必要になります。 
・不動産会社での経験 ・税理士事務所での経験 ・金融機関での経験",コンサルタント,500,1500,かがやきホールディングスグループ
8f08d82a-3951-4af2-9036-fb7f50d9c35f,CT601_M＆Aコンサルタント_かがやきM＆A_新宿,東京都,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...","いずれかの経験が必要になります。
・M&A仲介会社での経験
・税理士事務所での経験
・金融機関での経験",コンサルタント,500,800,かがやきホールディングスグループ
c223f860-f760-4756-9418-11147be36891,JS731_司法書士補助スタッフ_かがやきパートナーズ_渋谷,東京都,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",・基礎的なPCスキル,その他,362,551,かがやきホールディングスグループ
6f1b76cb-9966-44ac-b8ca-f3659603082c,LB312_労務スタッフ_かがやきパートナーズ_安城,愛知県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",・実務経験者 (一般企業人事労務または社会保険労務士事務所),労務,337,551,かがやきホールディングスグループ
1707517c-1d8d-4fd3-8d95-81253879a3b5,LB521_給与計算スタッフ_経理バンク_新宿,東京都,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",・給与計算の実務経験,経理,403,551,かがやきホールディングスグループ
15968270-e5e8-4e1d-a710-bc12ab5c6771,OE501_BPO(アウトソーシング) 記帳代行スタッフ_経理バンク_新宿,東京都,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...","・クラウド会計ソフト（マネーフォワード・freee いずれか）への入力経験
・会計事務所での経験が3年以上",経理,425,560,かがやきホールディングスグループ
b434d635-845e-4e35-ba1f-4c56acf6efe9,TX212_税務スタッフ_かがやきパートナーズ_川崎,神奈川県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",日商簿記3級程度の知識,その他,420,800,かがやきホールディングスグループ
d95cd3d7-7010-4e47-bc23-7b038c840b23,TX213_税務スタッフ_かがやきパートナーズ_神田,東京都,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",日商簿記3級程度の知識,その他,420,800,かがやきホールディングスグループ
11fe7cc7-946d-43fd-97c8-da474faf05ec,TX215_税務スタッフ_かがやきパートナーズ_安城,愛知県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",日商簿記2級程度の知識,その他,400,800,かがやきホールディングスグループ
2822111d-00f3-4a63-a709-890dd09df734,TX216_税務スタッフ_かがやきパートナーズ_水戸,茨城県,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆるお悩みにワンストップで対応するサービス体制を構築しております。
社員が働きやすい環境の為に...","・会計事務所勤務未経験の場合、日商簿記2級程度の知識が必須です
・会計事務所3年以上の正社員勤務経験がある方は、資格を問いません",その他,420,800,かがやきホールディングスグループ
de440621-05de-47f4-b5cd-481727ef2ab6,TX217_税務スタッフ_かがやきパートナーズ_大阪,大阪府,"◆かがやきグループについて
1997年の創業以来「中小企業の応援団になる」という変わらぬ想いを持ち続けている会計事務所系グループです。
グループ合計約3,200先以上のお客様の顧問・コンサルティングに携わり、税理士法人・社会保険労務士法人・司法書士法人の士業法人とのネットワークを活用し、お客様のあらゆる悩みにワンストップで対応でするサービス体制を構築しております。
社員が働きやすい環境の為に...",日商簿記2級以上の知識,その他,500,800,かがやきホールディングスグループ
36f46c3f-297c-44e5-846d-30faff056f6b,静岡衛生管理センター/衛生管理,静岡県,"・介護保険において、ご高齢者がご自宅でレンタル利用されていた福祉用具の洗浄・消毒作業をお願いします。
・洗浄作業は高圧洗浄機を利用した水廻り作業、洗浄後の福祉用具の仕上げ・検品作業、検品後のビニール梱包作業など、適正に合わせて作業をお願いします。
・ベッド用マットレスの洗浄工場も併設しており、回収されたマットレスを洗浄機械に投入し、洗浄後は乾燥機に投入していただきます。
・将来的なチームリー...",,その他,,,株式会社ヤマシタ
2a42b5d3-105a-41a4-a84f-f3f0135698d6,静岡営業所/配送,静岡県,"■レンタルサービスというビジネススキームであり、顧客と長くお付き合いをすることができ、
　福祉用具を通して日本の超高齢社会を支援する社会貢献性の高いお仕事です！
■レンタルの福祉用具の配達・調整・説明
福祉用具をご自宅へ配達、実際使用されるお部屋へ設置。
手すり・歩行器の高さなど、使いやすいよう調整。
実際に使って見せるなどして、ご利用者・ご家族が安心して使っていただけるよう丁寧に使用方法・...","■必須要件
・普通自動車免許（AT限定可）
　※ドライバー未経験歓迎
・高卒以上

■歓迎要件
・福祉用具専門相談員資格をお持ちの方
・人の役に立つ仕事がしたい方
・人と触れ合う中で、やりがいを実感できる仕事がしたい方

■選考
・書類選考→一次面接→二次面接→内定
※選考の中で、実際の商品（例：車いすや組立式介護ベッド）に触れていただく機会を設けます。",その他,,,株式会社ヤマシタ
19b38327-b2e5-40e2-b1be-db15dcffcded,静岡営業所/営業,静岡県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・高卒以上
・社会人経験2年以上
・普通自動車第一種免許
・営業、販売など顧客折衝の経験
　※アパレル、スマートフォン・自動車販売等、サービス業界からの採用実績あり
■歓迎要件
・目標達成志向が高い方
・チームで連携して業務を遂行できる方
・同業経験者歓迎
■選考
・書類選考→１次面接→最終面接→内定
□基本的に転居を伴う転勤の可能性なし。
　※入社後、キャリアの希望に応じて、転勤の可否・範囲について確認の機会を定期的に設けています。
　個人のライフスタイルとキャリアプランを尊重し、相談...",営業,,,株式会社ヤマシタ
9f92ee88-aa6a-4b44-a51e-25022d933748,関西オペレーションセンター/フロアリーダー,大阪府,"・福祉用具の洗浄・消毒工場の生産管理・品質管理・人材育成など、マネジメント全般をお任せします。
・工場内は工程別にフロアーが分かれており、各フロアー内は複数の作業チームで組織化されています。
お任せするフロアーのチームリーダーと日次・週次・月次で連携を図り、
フロアーの目標達成をマネジメントしていただきます。
・フロアーリーダーは、別のフロアーリーダーと連携・調整し、工場全体の生産計画にも関...",,その他,,,株式会社ヤマシタ
e573497e-8c9a-4fd0-8394-bc0561629d5e,長野営業所/営業リーダー候補,長野県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・営業経験5年以上（営業商材については有形・無形問わず）
・3C、STPなどのフレームワークを駆使し、戦略的に営業活動を展開できる
・市場分析を基にした戦略立案と実行により、新規顧客の開拓および既存顧客の深耕を成功させた経験がある
・自身の活動を仕組み化する思考力を持ち、実際に仕組み化の経験がある
・デジタルアプリやCRMツールを活用し、効率的かつ効果的な営業プロセスを構築・運用した経験がある
・データドリブンなアプローチで顧客管理と営業活動を最適化し、成果を最大化できる
・同僚の外勤者...",営業,,,株式会社ヤマシタ
2a021145-caa5-4978-85d8-c2edd63e79a3,長野営業所/営業,長野県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・高卒以上
・社会人経験2年以上
・普通自動車第一種免許
・営業、販売など顧客折衝の経験
　※アパレル、スマートフォン・自動車販売等、サービス業界からの採用実績あり
■歓迎要件
・目標達成志向が高い方
・チームで連携して業務を遂行できる方
・同業経験者歓迎
■選考
・書類選考→１次面接→最終面接→内定
□基本的に転居を伴う転勤の可能性なし。
　※入社後、キャリアの希望に応じて、転勤の可否・範囲について確認の機会を定期的に設けています。
　個人のライフスタイルとキャリアプランを尊重し、相談...",営業,,,株式会社ヤマシタ
be653716-fff7-482b-a4c6-b1979f0bfe88,足利営業所/配送,栃木県,"■レンタルサービスというビジネススキームであり、顧客と長くお付き合いをすることができ、
　福祉用具を通して日本の超高齢社会を支援する社会貢献性の高いお仕事です！
■レンタルの福祉用具の配達・調整・説明
福祉用具をご自宅へ配達、実際使用されるお部屋へ設置。
手すり・歩行器の高さなど、使いやすいよう調整。
実際に使って見せるなどして、ご利用者・ご家族が安心して使っていただけるよう丁寧に使用方法・...","■必須要件
・普通自動車免許（AT限定可）
　※ドライバー未経験歓迎
・高卒以上

■歓迎要件
・福祉用具専門相談員資格をお持ちの方
・人の役に立つ仕事がしたい方
・人と触れ合う中で、やりがいを実感できる仕事がしたい方

■選考
・書類選考→一次面接→二次面接→内定
※選考の中で、実際の商品（例：車いすや組立式介護ベッド）に触れていただく機会を設けます。",その他,,,株式会社ヤマシタ
037ad2ad-7d7a-413e-b197-5be540d05856,豊田営業所/営業リーダー候補,愛知県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・営業経験5年以上（営業商材については有形・無形問わず）
・3C、STPなどのフレームワークを駆使し、戦略的に営業活動を展開できる
・市場分析を基にした戦略立案と実行により、新規顧客の開拓および既存顧客の深耕を成功させた経験がある
・自身の活動を仕組み化する思考力を持ち、実際に仕組み化の経験がある
・デジタルアプリやCRMツールを活用し、効率的かつ効果的な営業プロセスを構築・運用した経験がある
・データドリブンなアプローチで顧客管理と営業活動を最適化し、成果を最大化できる
・同僚の外勤者...",営業,,,株式会社ヤマシタ
d1e7df13-fb1a-433d-9f36-b8c033fcbb21,豊田営業所/営業,愛知県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・高卒以上
・社会人経験2年以上
・普通自動車第一種免許
・営業、販売など顧客折衝の経験
　※アパレル、スマートフォン・自動車販売等、サービス業界からの採用実績あり
■歓迎要件
・目標達成志向が高い方
・チームで連携して業務を遂行できる方
・同業経験者歓迎
■選考
・書類選考→１次面接→最終面接→内定
□基本的に転居を伴う転勤の可能性なし。
　※入社後、キャリアの希望に応じて、転勤の可否・範囲について確認の機会を定期的に設けています。
　個人のライフスタイルとキャリアプランを尊重し、相談...",営業,,,株式会社ヤマシタ
8ff09907-d1b4-4e3d-a5d6-96faaac3f925,豊田営業所/商品管理,愛知県,"仲間 からの「ありがとう」が何よりのやりがい！
介護用品を通じて、お客様のこれまでの当たり前の暮らしを取り戻すお仕事です。
高齢化が進む現代おいて社会貢献度がとても高い事業です。
営業や配送、事務の担当者とのチームワークを意識して業務を行います。
お客様からの「ありがとう」の声や、仲間からの感謝の声が働くモチベーションになります！
レンタルの福祉用具の商品管理、在庫管理
OPCと呼ばれるセン...","■必須要件
・高卒以上
・普通自動車第一種免許（AT可）
■歓迎要件
・社会貢献度が高く、人の役に立つ仕事がしたい方
・福祉用具専門相談員資格をお持ちの方
■選考
・書類選考→一次面接→二次面接→内定
※業務イメージを持っていただくため、面接の中で実際の商品（例：車いすや組立式介護ベッド）に触れていただく機会を設けています。",その他,,,株式会社ヤマシタ
60b9901a-9186-4af2-a000-f8866eab8fc1,豊田営業所/事務,愛知県,"介護用品（介護用ベッド、車いす等）レンタル業の営業事務として下記の業務に従事していただきます。
車いす等福祉用具のレンタル・販売の介護保険請求事務にかかわる一連の業務。
＊PC入力（受注・発注入力や請求入力）
＊電話対応（取引先のケアマネジャーやお客様からの問い合わせ対応）
＊書類整理（契約書や伝票などの準備、ファイリング等）
・対人コミュニケーション力のある方
・クレーム等の随時発生する案...","■必須要件
・高卒以上
・基本のPC操作可能な方
・事務経験者（1年以上）

■歓迎要件
・介護保険請求事務業務の経験者
・福祉用具専門相談員資格をお持ちの方

■選考
・書類選考→１次面接→最終面接→内定",その他,,,株式会社ヤマシタ
56c5f6da-e7b4-418a-a29b-b29948875c03,豊田・豊橋エリア/営業,愛知県,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・高卒以上
・社会人経験2年以上
・普通自動車第一種免許
・営業、販売など顧客折衝の経験
　※アパレル、スマートフォン・自動車販売等、サービス業界からの採用実績あり
■歓迎要件
・目標達成志向が高い方
・チームで連携して業務を遂行できる方
・同業経験者歓迎
■選考
・書類選考→１次面接→最終面接→内定
□基本的に転居を伴う転勤の可能性なし。
　※入社後、キャリアの希望に応じて、転勤の可否・範囲について確認の機会を定期的に設けています。
　個人のライフスタイルとキャリアプランを尊重し、相談...",営業,,,株式会社ヤマシタ
b44d9797-7257-4f26-a992-b4fa1946daa3,豊橋営業所/配送,愛知県,"■レンタルサービスというビジネススキームであり、顧客と長くお付き合いをすることができ、
　福祉用具を通して日本の超高齢社会を支援する社会貢献性の高いお仕事です！
■レンタルの福祉用具の配達・調整・説明
福祉用具をご自宅へ配達、実際使用されるお部屋へ設置。
手すり・歩行器の高さなど、使いやすいよう調整。
実際に使って見せるなどして、ご利用者・ご家族が安心して使っていただけるよう丁寧に使用方法・...","■必須要件
・普通自動車免許（AT限定可）
　※ドライバー未経験歓迎
・高卒以上

■歓迎要件
・福祉用具専門相談員資格をお持ちの方
・人の役に立つ仕事がしたい方
・人と触れ合う中で、やりがいを実感できる仕事がしたい方

■選考
・書類選考→一次面接→二次面接→内定
※選考の中で、実際の商品（例：車いすや組立式介護ベッド）に触れていただく機会を設けます。",その他,,,株式会社ヤマシタ
e3f8b7da-544f-40d9-aa73-06c7aa3843a4,調布営業所/営業リーダー候補,東京都,"2020年以降、多くの国が超高齢社会に。全世界が直面する「高齢化」という課題があり、日本はその課題先進国です。
成長市場であり、超高齢社会に求められ続けるスキルや経験が得られ、成長できる仕事です。
そして、顧客と長く信頼関係を築きながら、「ありがとう」を直接いただける、社会貢献度の高い仕事です。
業界未経験からでも安心して始められる充実の研修とサポート体制で、着実に専門性と営業力を磨けます。...","■必須要件
・営業経験5年以上（営業商材については有形・無形問わず）
・3C、STPなどのフレームワークを駆使し、戦略的に営業活動を展開できる
・市場分析を基にした戦略立案と実行により、新規顧客の開拓および既存顧客の深耕を成功させた経験がある
・自身の活動を仕組み化する思考力を持ち、実際に仕組み化の経験がある
・デジタルアプリやCRMツールを活用し、効率的かつ効果的な営業プロセスを構築・運用した経験がある
・データドリブンなアプローチで顧客管理と営業活動を最適化し、成果を最大化できる
・同僚の外勤者...",営業,,,株式会社ヤマシタ
