ID,タイトル,勤務地,求人概要,必須要件,ポジション（職種）,年収帯(低),年収帯(高),企業名
1c41626e-2264-41e1-aa8e-c4f2605c8133,【キャリア/第二新卒】ビジネス/マーケティング職,東京都,"◆株式会社ブルードの全てが分かる｜会社説明動画 https://youtu.be/Cj3IpCpu4AY?feature=shared ーーーーーーーーーー
日本から海外への留学メディア事業、映像メディアマーケティング、訪日旅行メディア事業、海外支社立ち上げ、インバウンド留学事業、新規事業の担当を担っていただきます。
まずは管理職候補として自身の目標を達成、近い将来にはリーダー/マネジャー/...",,マーケティング,400,800,株式会社ブルード
597ca78a-1aa8-4454-9887-8352a5587fdf,1.1. 【東京】カスタマーサクセス部・採用コンサルタント（MGR候補）,東京都,"弊社は、採用の上流から下流まで一気通貫で支援を行う採用コンサルティング集団です。2025年1月に創立6周年を迎え、創立当初から増収増益を継続し、各業界を代表する大手企業を中心とした採用支援を展開しております。
採用代行にとどまらず、LinkedIn導入支援、ダイレクト採用、エージェント活用支援、採用ブランディング、アルムナイ運用、リファラル採用など、包括的なサービスを提供しています。
202...","・企業の中途採用業務を一通りリードした経験
 （例：求人、チャネル選定、面接対応、選考運用、データ分析 など）
・中途採用における実行フェーズを主導した経験
（KPI設定とPDCA運用、スカウト等母集団形成施策のハンズオンでの実行経験）
・複数ステークホルダーを巻き込みながら採用プロジェクトを推進した経験
 （現場部門との連携や調整、交渉、エージェントコミュニケーションを通じた成果の最大化など）
・ITエンジニア/コンサルタント（IT、業務）/機電系エンジニアの採用経験
・メンバー育成やチームマネジ...",カスタマーサクセス,700,1000,株式会社レイン
6d186fbe-a4b7-4898-bbb0-7b4db1f61f7e,【信和コミュニティ㈱】家賃保証部門,大阪府,"信和グループでは、ただ建てるだけの建設会社ではなく、
建てた後のアフターフォローまで自社で出来るよう、仲介管理も行っています。
仲介管理部門である、信和コミュニティ㈱では、自社物件も他社物件も管理をしており、オーナー様の賃料保証もトータルパッケージでご提案できるよう、
自社保証部門を持っており、今回の募集でご入社頂いた場合は、仲介管理部の保証部門でご活躍頂きます。
仲介管理部の保証課の命題は...","①不動産の業界経験（保証業務経験者歓迎）
②コミュニケーション能力があり、契約書を読むことが苦ではない方
③一般的なExcelスキル(vlookup関数が使えれば尚可)
④粘り強さ",コミュニティ,380,550,信和グループ
10c0ea44-c745-4304-8f65-26c84f2921b2,【インサイドセールス｜リーダー】スマートホームサービス『SpaceCore』のISリーダー,東京都,"全国の不動産デベロッパー、ビルダー、管理会社に対するスマートホームサービスのインサイドセールスの立ち上げをお任せします。
現在はISとFSを分けずに一気通貫型でセールス活動を行っていますが、当社の『SpaceCore』のサービスが市場から認められ、現在導入社数は現在530社を突破。
これからさらにサービス導入を増加させるため、インサイドセールスを強化していく運びとなりました。
1人目のインサ...","・SaaS、IT、通信業界などで インサイドセールス経験3年以上
・5名以上のチームマネジメント経験あり
・toB サービスのインサイドセールス戦略立案～実行経験がある",インサイドセールス,650,700,株式会社アクセルラボ
22ab355d-3a55-442a-9ba7-7f1b57a7c3bd,【信和コミュニティ㈱】家賃保証部門,大阪府,"信和グループでは、ただ建てるだけの建設会社ではなく、
建てた後のアフターフォローまで自社で出来るよう、仲介管理も行っています。
仲介管理部門である、信和コミュニティ㈱では、自社物件も他社物件も管理をしており、オーナー様の賃料保証もトータルパッケージでご提案できるよう、
自社保証部門を持っており、今回の募集でご入社頂いた場合は、仲介管理部の保証部門でご活躍頂きます。
仲介管理部の保証課の命題は...","①不動産の業界経験（保証業務経験者歓迎）
②コミュニケーション能力があり、契約書を読むことが苦ではない方
③一般的なExcelスキル(vlookup関数が使えれば尚可)
④粘り強さ",コミュニティ,380,550,信和グループ
c0a73859-0443-4792-98ba-b63bf946f8c2,a11_12/7(日)1day選考会_戦略コンサルタント　　 (_lx_mm),東京都,"1日で内定が出る1day選考会ご案内です
　2025/12/7
　　　　第1部 9:00～14:30
　　　　第2部 14:30～19:00
　　　　※書類選考通過後、弊社より時間帯（第1部・第2部）を指定させていただきます。
　　　　　ご都合のつかない場合は、ご相談ください！
▼1day選考会当日の流れ
　恵比寿ガーデンプレイス
　住所：東京都渋谷区恵比寿四丁目20番3号恵比寿ガーデンプレ...","・論理的思考力とコミュニケーション能力をお持ちの方
・成長意欲の高い方
・四年制大学または大学院を卒業（修了）されている方
・基本的なPCスキルをお持ちの方",コンサルタント,400,2000,株式会社WorkX
95ed58c3-d59f-496e-a9ca-98708c5d395a,SNS PF事業部_事業責任者,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・0→1or1→10の事業開発に携わった経験
・複数の事業や企業を巻き込んだ複雑度の高いプロジェクトの推進経験
・⾼い戦略的思考⼒とコミュニケーションスキル
・順応性と学習意欲の⾼さ",その他,600,1400,株式会社メディアエイド
0dbbb2bf-f2af-473c-b1f1-c4b03daf34c3,【弁護士・法務専門】キャリアアドバイザー【大手予備校グループ】,東京都,"弁護士・法務人材の転職支援実績の増加／好業績を背景に、事業成長を加速させるべく、キャリアアドバイザーを増員募集いたします。
弁護士・法務専門のキャリアドバイザーとして、求職者のキャリア支援、企業の中途採用支援を担っていただきます。
・人材のリサーチ、スカウト
・求職者とのキャリア面談
・求職者へのキャリア構築アドバイス及び求人提案
・クライアント企業への人材の紹介
・クライアントや求職者との...",人材紹介業のキャリアアドバイザー経験を半年以上お持ちの方（両面コンサルタントも含む）,キャリアアドバイザー,360,600,株式会社ファンオブライフ
91698d22-b625-48cf-b3bf-2f286a2452a6,【信和コミュニティ】BM（大阪）,大阪府,"信和グループで総合不動産管理を行う当社で、賃貸マンションの管理運営（PM・BM）業務に携わっていただきます。専門性と市場価値の高い経験を積むことが出来ます。
・解約時の清算・原状回復工事手配
　　　＊空室募集・新規契約は他部署で行います
・契約業務の遂行確認
・マンション設備等の不具合・故障等の対応
・管理を受託しているオーナーへの報告、提案業務等","未経験者歓迎
・Excel、Word、メール等のPC操作が可能な方
・電話対応に問題の無い方
・普通自動車第一種免許をお持ちの方",コミュニティ,400,550,信和グループ
2b0e7cae-7623-4a97-b3a4-50907adc35a3,【国内No.1 海外留学AXサービス】カナダ拠点立ち上げ候補者,東京都,"国内No.1の海外留学AXサービス「StudyIn」で活躍するカナダ拠点の立ち上げ責任者候補、もしくは拠点メンバーを募集します。
動画メディアを共通基盤として海外事業を急成長させている株式会社ブルードは、取扱高を三桁億から四桁億へスケールするフェーズにいます。自己資本経営、取扱高約三桁億、営業利益一桁億、日本最大級の留学AXサービスを運営しており、これから世界で留学サービスの垂直統合モデルを...","- 年間を通して著しい成果を出した経験
- 事業開発経験
- 事業責任者、マネジャー、部長経験
- 採用や組織構築経験
- 業務標準化、文化醸成を担った経験",その他,450,800,株式会社ブルード
3773298c-7699-4e94-a092-e2287e3ac600,【オープンポジション】営業部門,東京都,"当社は、トラックを対象としたオペレーティングリース商品の組成・販売を行っています。中小企業に対しては利益繰越のソリューションを、運送会社に対してはキャッシュフロー改善を実現できる「三方良し」の社会性の高い事業を展開中です。
現在、資金調達を終えて本格的な事業拡大フェーズに突入。営業組織の拡大を牽引いただける仲間を募集しています。
※配属部署においては、選考の中でご本人様の適性に応じて決定いた...","【必須】
・営業経験2年以上（個人/法人（業界問わず））
・ご自身でKPIなどのロジックを立て戦略的に行動されてきた方、熱量をもって自走できる方",オープンポジション,2000,,株式会社アンビシャスグループ
b936acf2-9bc2-4815-8aef-03ddca97cca0,a12_12/21(日)1day選考会_ITコンサルタント　　 (_lx_mm),東京都,"1日で内定が出る1day選考会ご案内です
　2025/12/21
　　　　　　　　　第1部： 9:00～12:30
　　　　　　　　　第2部： 11:30～14:00
　　　　　　　　　第3部： 13:00～16:30
　　　　　　　　　第4部： 14:15～17:45
　　　　※書類選考通過後、弊社より時間帯を指定させていただきます。
　　　　　ご都合のつかない場合は、ご相談ください！
▼...","＜未経験＞
・IT領域におけるエンジニア等の実務経験 1年以上
・システム開発(インフラ/アプリ問わず)経験 1年以上

＜シニアコンサルタント＞
・アプリケーション開発におけるPM経験2年以上

＜マネージャー以上＞
※いずれか必須
・コンサルティングファームもしくはSlerにおけるコンサルティング経験や近しい経験をお持ちの方（5年以上）
・IT戦略、企画、要件定義、設計、構築、運用保守等のITライフサイクルに関わる実務経験をお持ちの方（5年以上）",コンサルタント,400,2000,株式会社WorkX
681b961b-e741-4b48-b1d3-f91865e022ea,1019【Dev】VPoE,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※いずれか必須
・VPoEやCTOの立場から開発組織のパフォーマンスを最大化させ事業を進めてきた経験
・Engineering Managerに加えて、Product Managerや新規事業開発などのビジネス寄りのロールも経験した上で、開発組織の技術力をプロダクト価値向上につなげることにチャレンジしたい方",VPoE,1005,1505,ストックマーク株式会社
6bc55f32-40bb-4b89-9dc3-0c627257bad2,1.2.【東京】カスタマーサクセス部・採用コンサルタント（リーダー候補）,東京都,クライアントの採用支援を行うカスタマーサクセス部にて、採用コンサルタントを率いるユニットリーダー候補を募集します。現在、カスタマーサクセス部は約75名（社員約25名、業務委託約50名）の社員が在籍しています。HRxIT×グローバルを軸に、日々多くのお客様に採用支援のご依頼をいただいています。より多くのデジタル人財を中心とする採用支援を実施するために、新たな仲間を募集しています。マネジメント・...,"社会人経験5年以上で、下記いずれかのご経験をお持ちの方：
リーダー経験(メンバー育成、プロジェクトリード)があり、下記いずれかの領域で活躍されていた方。
・人材紹介会社でのご経験（RA/CA）
・RPOでの採用実務経験（スカウト、面談、エージェントコントロール等）
・インハウス人事での採用経験",カスタマーサクセス,550,750,株式会社レイン
01d0f466-1b96-437c-b3e4-16a81a1cf32c,【フィールドセールス・リーダー】スマートホームサービス『SpaceCore』のソリューション営業・マネジメント,東京都,"全国の不動産デベロッパー、ビルダー、管理会社へスマートホームサービスの提案営業をお任せします！
当社のスマートホームサービス『SpaceCore』が市場から認められ、現在サービスが急速に伸びており、導入社数は現在530社を突破。
私たちアクセルラボが目指す『IoTを、日本社会の「あたりまえ」に』というビジョンに向け、さらにビジネスを拡大をしていくため、セールス部門で10名ほど募集します。
マ...","・法人営業経験3年以上（業界不問）
・新規開拓営業経験あり
・マネジメント経験あり（チームリーダー以上）",フィールドセールス,650,700,株式会社アクセルラボ
c627a2f9-6cd2-4415-bcdf-c7e182cc0fba,M&Aコンサルタント（未経験／東京勤務）,東京都,"事業承継などのニーズを持つ譲渡企業と、事業成長を志向する譲受企業の最適なM&Aを実現していただきます。
■譲渡ニーズの確認、提案
■企業評価、各種資料の作成（専門家がバックアップ）
■譲渡企業と譲受企業の面談同席
■契約書案作成、条件調整、条件交渉
当社はこれまで、事業成長に伴う組織課題に正面から向き合い、組織再編およびマネジメント構造の再設計を完了しました。
現在は、業界大手で実績を残した...","・3～7年程度の社会人経験
（社会人基礎を身に着けたレベル～所属会社に染まりきる前の段階）

・経験職種、業種はある程度幅広く検討可

・自身の実績に対して再現性と視点を語れる方",コンサルタント,500,600,株式会社たすきコンサルティング
29f40827-93fc-4734-bb96-187f0a4d7944,SNS PF事業部_事業開発(BizDev),東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・1~3年程度のビジネス経験
・目的思考で粘り強く仮説検証を繰り返してきた経験
・何かの分野で圧倒的にやりきり、大きな成果をあげたご経験
・圧倒的な熱量",BizDev,500,800,株式会社メディアエイド
f63834ac-0992-42ba-98ec-4f7430826f05,【信和コミュニティ】BM（大阪）,大阪府,"信和グループで総合不動産管理を行う当社で、賃貸マンションの管理運営（PM・BM）業務に携わっていただきます。専門性と市場価値の高い経験を積むことが出来ます。
・解約時の清算・原状回復工事手配
　　　＊空室募集・新規契約は他部署で行います
・契約業務の遂行確認
・マンション設備等の不具合・故障等の対応
・管理を受託しているオーナーへの報告、提案業務等","未経験者歓迎
・Excel、Word、メール等のPC操作が可能な方
・電話対応に問題の無い方
・普通自動車第一種免許をお持ちの方",コミュニティ,400,550,信和グループ
ab6b2a1d-e02d-4239-b5b9-92b88b526285,【未経験歓迎】キャリアアドバイザー（教育業界特化）,東京都,"株式会社ファンオブライフは、専門領域に特化した転職エージェントです。
2020年2月に大手オンライン予備校「アガルートアカデミー」を運営する株式会社アガルートの傘下となり、グループを通じてを行っています。
既存事業である「EducationCareer」については、教育業界特化の転職エージェントとして多くの求職者の転職支援、著名な教育企業や学校法人等の採用支援を行っています。
2015年創業...","下記いずれかのご経験をお持ちの方
・営業
・販売・サービス
・教師・講師・教室運営",キャリアアドバイザー,360,600,株式会社ファンオブライフ
b908161d-b586-4651-82aa-a80c70974205,【信和コミュニティ】BM課　事務,大阪府,"管理受託しているレジを中心とした建物管理に関わる業務に携わっていただきます。
・管理物件のオーナー様・入居者様からの問合せ、クレーム対応
（電話、メール、アプリ等を使用）
・掲示文書、案内文書作成
・見積書、注文書作成など","・基本的なExcel,Wordの操作が可能な方
・受電、架電対応ができる方",コミュニティ,350,450,信和グループ
d9dffcc4-c348-4a43-a781-07ad200218b9,【営業部門】プロダクトファイナンス部,東京都,"トラックを対象としたオペレーティングリース商品の組成販売をしております。中小企業に対しての利益繰越のソリューションとしてトラックはマーケットの中でも非常に性能が良く、運送会社に対してはキャッシュフロー改善ができるため本当の意味で社会に求められている3方良しの商材となっております。
キャッシュフローニーズを持たれている運送会社様が保有されているトラックを弊社での買取＆リースに切り替える業務。
...","【いずれか必須】
・金融業界出身者（例：地方銀行、信用金庫、証券会社 等）
・決算書を読み解く力があり、税務・財務コンサルティングやそれに近い経験をお持ちの方",ファイナンス,2000,,株式会社アンビシャスグループ
de51eb91-7003-4836-b953-44a8c828dbc6,SNSアカウント運用部_Instagramアカウント運用,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・Instagramの運用経験が1年以上ある方
・Canvaが使用できる方
・クライアントワークの経験が1年以上ある方",アカウント,400,600,株式会社メディアエイド
4d6ec1fa-bb67-4bac-9b51-32e1ba6d7f95,【信和コミュニティ】BM課　事務,大阪府,"管理受託しているレジを中心とした建物管理に関わる業務に携わっていただきます。
・管理物件のオーナー様・入居者様からの問合せ、クレーム対応
（電話、メール、アプリ等を使用）
・掲示文書、案内文書作成
・見積書、注文書作成など","・基本的なExcel,Wordの操作が可能な方
・受電、架電対応ができる方",コミュニティ,350,450,信和グループ
b2c7b9e7-49f7-4bf8-843e-1b7f7c409a85,【国内No.1 海外留学AXサービス】コンサルティング営業,東京都,"国内No.1の海外留学AXサービス「StudyIn」で活躍するライフコンサルティング営業を募集します。
動画メディアを共通基盤として海外事業を急成長させている株式会社ブルードは、取扱高を三桁億から四桁億へスケールするフェーズにいます。自己資本経営、取扱高約三桁億、営業利益一桁億、日本最大級の留学AXサービスを運営しており、これから世界で留学サービスの垂直統合モデルを実現し、世界で最も人々のラ...",,コンサルティング,400,700,株式会社ブルード
769fe798-94c7-4c35-a681-2af4f714514c,1.3. 【東京】カスタマーサクセス部・採用コンサルタント（ポテンシャル採用）,東京都,"未経験からHRコンサルタントへ！ 採用のプロフェッショナルとして、企業の課題を解決し成長を支援しませんか？
HRコンサルタントとして、お客様の採用活動を成功に導くための幅広い業務をお任せします。
未経験の方でも安心してスタートできるよう、まずは先輩社員のサポートから始め、徐々にできることを増やしていっていただきたいと考えています。
■募集部門情報と募集背景
募集部門：カスタマーサクセス部
ク...","・法人営業として高い成果を出されてきた方
・東京本社オフィスにフル出社できる方
※経験豊富なメンバーが在籍していますので、HR業界やDX、IT人材採用については入社後に研修やハンズオンにてインプットします。",カスタマーサクセス,400,550,株式会社レイン
87ac99dd-405b-48a3-955c-5ac452f70f9f,1026【Biz】カスタマーサクセス / マネージャー,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...",・ITやSaaSサービスにおけるカスタマーサクセスMgr経験2年以上,マネージャー,805,1305,ストックマーク株式会社
00cfcf13-b3c5-4481-bb64-d2876ae5ac40,a11_12/7(日)1day選考会_ITコンサルタント　　 (_lx_mm),東京都,"1日で内定が出る1day選考会ご案内です
　2025/12/7
　　　　第1部 9:00～14:30
　　　　第2部 14:30～19:00
　　　　※書類選考通過後、弊社より時間帯（第1部・第2部）を指定させていただきます。
　　　　　ご都合のつかない場合は、ご相談ください！
▼1day選考会当日の流れ
　恵比寿ガーデンプレイス
　住所：東京都渋谷区恵比寿四丁目20番3号恵比寿ガーデンプレ...","＜未経験＞
・IT領域におけるエンジニア等の実務経験 1年以上
・システム開発(インフラ/アプリ問わず)経験 1年以上

＜シニアコンサルタント＞
・アプリケーション開発におけるPM経験2年以上

＜マネージャー以上＞
※いずれか必須
・コンサルティングファームもしくはSlerにおけるコンサルティング経験や近しい経験をお持ちの方（5年以上）
・IT戦略、企画、要件定義、設計、構築、運用保守等のITライフサイクルに関わる実務経験をお持ちの方（5年以上）",コンサルタント,400,2000,株式会社WorkX
c7439e25-ebc8-4e0c-99b6-51bf5b969f9b,【フィールドセールス】スマートホームサービス『SpaceCore』のソリューション営業,東京都,"全国の不動産デベロッパー、ビルダー、管理会社へスマートホームサービスの提案営業をお任せします！
当社のスマートホームサービス『SpaceCore』が市場から認められ、現在サービスが急速に伸びており、導入社数は現在530社を突破。
私たちアクセルラボが目指す『IoTを、日本社会の「あたりまえ」に』というビジョンに向け、さらにビジネスを拡大をしていくため、セールス部門で10名ほど募集します。
・...","・営業経験3年以上（法人・個人問わず）
・新規開拓営業経験1年以上",フィールドセールス,550,650,株式会社アクセルラボ
94e6a892-85f0-4786-b6ee-c7796143818d,【信和コミュニティ】PM課（BM事務）,大阪府,"PM課におけるBM事務の募集です。
主に自社で管理している信託物件管理における事務業務をお任せします。
・入居者様からの問合せやご相談（騒音・設備不具合・清掃など）の一次対応や、状況のヒアリングおよび社内で共有、業者へ対応依頼
・入居者対応の進捗管理、記録書作成
・解約関連業務（契約条件確認、必要書類案内、精算に関する説明など）
・精算業務（解約精算書、請求書、見積書、代位弁済請求)
・書類...","・基本的なExcel,Wordの操作が可能な方
・コミュニケーション能力
・読解力（契約・規約の理解と対応への反応）
・電話対応スキル（正確な受付・伝達）",コミュニティ,350,450,信和グループ
5daa566f-f811-40dd-b3fa-bf4ca53bb4a0,【信和コミュニティ】PM課（BM事務）,大阪府,"PM課におけるBM事務の募集です。
主に自社で管理している信託物件管理における事務業務をお任せします。
・入居者様からの問合せやご相談（騒音・設備不具合・清掃など）の一次対応や、状況のヒアリングおよび社内で共有、業者へ対応依頼
・入居者対応の進捗管理、記録書作成
・解約関連業務（契約条件確認、必要書類案内、精算に関する説明など）
・精算業務（解約精算書、請求書、見積書、代位弁済請求)
・書類...","・基本的なExcel,Wordの操作が可能な方
・コミュニケーション能力
・読解力（契約・規約の理解と対応への反応）
・電話対応スキル（正確な受付・伝達）",コミュニティ,350,450,信和グループ
2a8785c0-77c0-4f2d-b5d4-a53a4b19c343,【国内No.1 海外留学AXサービス】コンサルティング営業（マネージャー）,東京都,"国内No.1の海外留学AXサービス「StudyIn」で活躍する留学コンサルタントのマネージャー候補を募集します。
動画メディアを共通基盤として海外事業を急成長させている株式会社ブルードは、取扱高を三桁億から四桁億へスケールするフェーズにいます。自己資本経営、取扱高約三桁億、営業利益一桁億、日本最大級の留学AXサービスを運営しており、これから世界で留学サービスの垂直統合モデルを実現し、世界で最...",,コンサルティング,600,950,株式会社ブルード
9e79b360-53c3-4710-b089-1f96db37ef2e,a12_12/21(日)1day選考会_AI/データ活用コンサルタント　　 (_ldx_mm),東京都,"1日で内定が出る1day選考会ご案内です
　2025/12/21
　　　　　　　　　第1部： 9:00～12:30
　　　　　　　　　第2部： 11:30～14:00
　　　　　　　　　第3部： 13:00～16:30
　　　　　　　　　第4部： 14:15～17:45
　　　　※書類選考通過後、弊社より時間帯を指定させていただきます。
　　　　　ご都合のつかない場合は、ご相談ください！
▼...","※いずれか必須
・SQLによるデータ加工・集計を行った経験
・Python、Java、SASなどプログラミング言語の利用経験
・データベースに関する基礎知識
・システムサイドでの基盤の導入経験
・システムサイドでのBIツールの導入経験
・コンサルティング業務経験（1年以上）
・業務でのデータ分析の経験（1年以上）",コンサルタント,400,2000,株式会社WorkX
3fc6b0f1-7f71-425a-b372-087ada921910,1.5.【東京】カスタマーサクセス部・グローバル採用コンサルタント（リーダー候補）,東京都,"■募集部門情報と募集背景
募集部門：カスタマーサクセス部
特にグローバル領域におけるクライアントの採用支援を行う採用コンサルタント・採用支援業務担当を募集いたします。現在グローバル領域においては、既に日本へ進出を果たしている外資系企業のさらなる成長および組織拡大のための採用支援文脈で最も多くのニーズを頂いており、そのような顧客の採用支援が主に想定されます。その他にも中長期的には、外資系企業の...","＜業務スキル＞
・外資系人材紹介会社におけるコンサルタント経験 または 外資系企業での中途採用担当経験
・LinkedIn（LTS）を使用した採用経験 （ソーシング、ダイレクトスカウト）

＜語学力＞
・日本語：ビジネスレベル以上 (JLPTN1以上)
・英語：ビジネスレベル以上（TOEIC800点目安） 
※Hiring Managerとの直接折衝、および候補者面談が可能なレベル （専門用語を含む商談・面談に対応できること）",カスタマーサクセス,550,750,株式会社レイン
d5311d91-be4f-40d8-b817-aae2174c395e,QAエンジニア,東京都,"アクセルラボは「『空間』にテクノロジーを遍在させて『シームレスな世界』をデザインする」をミッションに掲げ、住宅や施設等、あらゆる空間にIoTを張り巡らせ、人と空間のつなぎ目のない世界の構築に挑戦しています。
人々の暮らしをアップデートするスマートホームサービス『SpaceCore』と、様々な業種・業態にIoTを提供するIoTプラットフォームサービス『alie+』を提供しており、社会的にスマー...","・テスト設計、テスト仕様書作成、テスト実施、不具合管理等のテスト業務経験2年以上
・JSTQB FL以上、またはFL相当の知見",QAエンジニア,400,800,株式会社アクセルラボ
1ccb05e7-2723-46f7-a90e-7cf4afbcdfff,【営業部門】投資家向け営業,東京都,"トラックを対象としたオペレーティングリース商品の組成販売をしております。中小企業に対しての利益繰越のソリューションとしてトラックはマーケットの中でも非常に性能が良く、運送会社に対してはキャッシュフロー改善ができるため本当の意味で社会に求められている3方良しの商材となっております。
利益繰越ニーズを持たれている中小企業オーナーを税理士、会計士、保険代理店、IFAなどからご紹介いただき、トラック...","・営業経験2年以上（個人/法人（業界問わず））
・ご自身でKPIなどのロジックを立て戦略的に行動されてきた方、熱量をもって自走できる方""",営業,2000,,株式会社アンビシャスグループ
de315eca-efc5-4b8e-bc67-9a05c9420e22,1035【Corp】HRBP（リーダー候補）,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※すべて必須
・スタートアップもしくはメガベンチャーにおけるHR経験
・中途採用経験",HRBP,555,855,ストックマーク株式会社
553203cd-7f55-4ad2-bdc0-df698f4eb418,SNSアカウント運用部_SNSアカウント運用,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・SNSの運用経験が1年以上（運用代行、自身の発信問わず）
・ビジネス経験が1年以上あり、クライアント折衝が得意",アカウント,400,600,株式会社メディアエイド
7a77651d-eb97-4163-807c-7eb1b27f7928,01_SaaS営業,東京都,"わたしたちFaber CompanyはSEO業界のリーディングカンパニーとして、独自開発のツール「ミエルカSEO」をはじめ、「ミエルカヒートマップ」「ローカルミエルカ」などを活用して企業のデジタルマーケティングにおける課題を発見して、課題解決に導いています。
また、独自開発のツール「ミエルカシリーズ」のほかに人材やリソースを提供する「ミエルカコネクト」でリソースを提供し、素早く課題解決のご支...","ー下記いずれかに該当する方
・法人営業の経験（目安3年以上）
・Web広告代理店、Web制作会社、ITコンサルティング会社で営業またはコンサルタントの経験（目安1年以上）

ー下記のような方が当社にマッチすると考えます。
・パーパスである「辺境の知から、”マーケティングゼロ”を実現する」に共感する方
・素直で誠実な方
・諦めの悪い方
・高い壁を乗り越えてきた方
・コミュニケーション能力に自信がある方",営業,400,700,株式会社Faber Company
b1bd0d38-2ff2-46d1-80af-fd18089693d3,【信和コミュニティ】PM課フロント（大阪）,大阪府,"PM課フロントの募集です。
主に自社で管理している信託物件管理に関するフロント業務をお任せします。
・信託物件の管理フロントとして、期中管理業務
→AM会社・信託銀行とのやり取り
　信託物件の入居状況、収支管理、契約書案などレポート作成など。
・信和コミュニティの他部門（リーシング課、BM課）などとの連絡窓口。
・業務量→1名あたり、約800戸（10棟）程度の信託物件を担当
※具体的なゴール...","・不動産業界経験(2年以上)
・基本的なPCスキル、Excelで数字管理を行うため、Excelの操作が得意な事務経験のある方(１年以上)",コミュニティ,400,500,信和グループ
d8f7aa53-4c7e-4097-8dd8-ef892129a0b1,インストールエンジニアリング,東京都,"スマートホームの導入に際し、機器、ネットワークの選定、適切な設置設計、アプリケーションの設定など実環境への導入へ導くオペレーション業務に携わっていただきます。
自身が作業を行うだけではなく、協力パートナーの育成、導入工程の管理なども含まれます。またPoC（実証実験）において製品の検証や評価にも携わって頂きます。
業務の遂行には営業部門や開発部門といった別セクションとの連携を図り、幅広い業務に...","・システム導入や建築工事における施工/工程管理経験
・Wi-Fiルーターなどのネットワーク設計/構築経験
・社内のPC・スマホなどのネットワーク環境整備経験
・システムやネットワーク設備の導入提案・支援経験
・協力パートナー企業との役割分担の整理と管理経験",エンジニア,450,600,株式会社アクセルラボ
b0801ab4-2dc4-46b9-a4bb-294612df2da5,01_SEOコンサルタント,東京都,"クライアント企業のビジネスを深く理解し、Webマーケティングの課題抽出から解決策の検討、実行支援を行っていただきます。
当社のクライアントは、あらゆる業界の大企業からベンチャー企業まで幅広く、ご相談もSEOに限らず、CVやUI、ときに広告やSNS、動画まで多岐に渡ります。
自身の知識・経験と、当社のWebマーケティングツール「ミエルカSEO」等を活用し、クライアントのビジネスを成功へと導くコ...","・SEO経験：5年以上（もしくは同等のスキルをお持ちの方　※業種は不問）
・SEOやWebマーケティングの専門性を高めたい方",コンサルタント,720,,株式会社Faber Company
